City,FamilyIncome,HouseAge,AveRooms,AveBedrms,NumMembers,AveOccup,Latitude,Longitude,Price
Lucknow,4316000.0,15,4,3,4,4.0,26.8467,80.9462,267000.0
Mumbai,2105000.0,33,3,2,2,1.3,19.076,72.8777,85000.0
Delhi,1980000.0,7,5,2,9,1.2,28.7041,77.1025,165000.0
Kolkata,606000.0,28,2,1,4,3.5,22.5726,88.3639,31000.0
Pune,3160000.0,20,4,1,3,2.0,18.5204,73.8567,191000.0
Mumbai,379000.0,4,2,1,6,4.2,19.076,72.8777,18000.0
Lucknow,659000.0,26,5,4,4,2.1,26.8467,80.9462,66000.0
Mumbai,4302000.0,25,1,1,7,1.9,19.076,72.8777,394000.0
Delhi,4803000.0,36,5,2,9,5.0,28.7041,77.1025,284000.0
Lucknow,427000.0,15,4,1,8,4.8,26.8467,80.9462,41000.0
Chennai,4302000.0,48,4,2,9,3.7,13.0827,80.2707,159000.0
Ahmedabad,574000.0,18,2,1,3,2.0,23.0225,72.5714,26000.0
Mumbai,2548000.0,42,5,3,5,4.0,19.076,72.8777,87000.0
Delhi,2773000.0,35,5,3,6,2.0,28.7041,77.1025,194000.0
Chennai,4757000.0,37,2,1,8,2.3,13.0827,80.2707,411000.0
Bangalore,3661000.0,39,2,1,5,2.7,12.9716,77.5946,275000.0
Chennai,4746000.0,46,5,4,1,2.5,13.0827,80.2707,300000.0
Ahmedabad,1372000.0,26,3,2,3,4.8,23.0225,72.5714,110000.0
Mumbai,1493000.0,30,1,1,5,2.4,19.076,72.8777,118000.0
Ahmedabad,3200000.0,3,5,3,7,1.8,23.0225,72.5714,264000.0
Pune,4198000.0,22,2,1,8,2.9,18.5204,73.8567,328000.0
Delhi,4073000.0,25,3,2,4,4.7,28.7041,77.1025,230000.0
Jaipur,2216000.0,33,1,1,2,3.1,26.9124,75.7873,96000.0
Lucknow,3034000.0,22,2,1,7,4.8,26.8467,80.9462,157000.0
Hyderabad,4498000.0,48,3,1,7,4.9,17.385,78.4867,255000.0
Ahmedabad,1399000.0,48,5,3,1,1.2,23.0225,72.5714,62000.0
Chennai,1132000.0,13,5,2,7,4.5,13.0827,80.2707,93000.0
Mumbai,4490000.0,20,4,1,1,2.2,19.076,72.8777,366000.0
Kolkata,2062000.0,13,4,2,5,1.5,22.5726,88.3639,85000.0
Kolkata,4256000.0,39,1,1,1,3.1,22.5726,88.3639,343000.0
Pune,1904000.0,41,1,1,1,2.4,18.5204,73.8567,130000.0
Jaipur,4597000.0,19,3,2,5,2.5,26.9124,75.7873,362000.0
Hyderabad,634000.0,35,3,2,1,4.9,17.385,78.4867,36000.0
Mumbai,4542000.0,38,5,4,2,4.4,19.076,72.8777,369000.0
Ahmedabad,4769000.0,26,1,1,3,2.4,23.0225,72.5714,463000.0
Delhi,2958000.0,19,2,1,8,4.7,28.7041,77.1025,236000.0
Kolkata,1872000.0,47,1,1,7,2.8,22.5726,88.3639,93000.0
Hyderabad,1560000.0,20,2,1,9,4.1,17.385,78.4867,136000.0
Lucknow,3220000.0,15,1,1,4,2.1,26.8467,80.9462,141000.0
Kolkata,1971000.0,40,4,2,1,1.5,22.5726,88.3639,165000.0
Bangalore,1601000.0,45,1,1,8,1.5,12.9716,77.5946,157000.0
Delhi,2981000.0,26,5,3,7,4.4,28.7041,77.1025,163000.0
Chennai,3607000.0,41,2,1,7,3.4,13.0827,80.2707,130000.0
Bangalore,4258000.0,27,3,1,7,4.2,12.9716,77.5946,367000.0
Bangalore,3771000.0,33,1,1,1,3.7,12.9716,77.5946,371000.0
Pune,4696000.0,21,4,2,1,1.3,18.5204,73.8567,188000.0
Chennai,1111000.0,14,1,1,8,3.9,13.0827,80.2707,76000.0
Delhi,2145000.0,13,2,1,9,2.9,28.7041,77.1025,94000.0
Kolkata,463000.0,19,5,1,9,2.2,22.5726,88.3639,31000.0
Pune,3993000.0,3,2,1,8,3.5,18.5204,73.8567,138000.0
Jaipur,3005000.0,47,4,1,8,1.9,26.9124,75.7873,99000.0
Kolkata,712000.0,23,2,1,2,4.6,22.5726,88.3639,46000.0
Kolkata,970000.0,20,4,1,3,3.8,22.5726,88.3639,76000.0
Chennai,1741000.0,16,3,2,7,2.5,13.0827,80.2707,76000.0
Kolkata,1161000.0,16,4,2,2,4.1,22.5726,88.3639,94000.0
Jaipur,1331000.0,14,1,1,5,3.0,26.9124,75.7873,85000.0
Ahmedabad,835000.0,31,4,3,8,3.1,23.0225,72.5714,30000.0
Hyderabad,4543000.0,19,1,1,8,1.6,17.385,78.4867,436000.0
Hyderabad,341000.0,17,5,1,4,3.3,17.385,78.4867,19000.0
Delhi,1999000.0,7,5,4,9,2.9,28.7041,77.1025,127000.0
Ahmedabad,884000.0,24,1,1,2,1.9,23.0225,72.5714,77000.0
Jaipur,4426000.0,4,5,4,7,4.7,26.9124,75.7873,282000.0
Jaipur,559000.0,2,3,2,7,3.6,26.9124,75.7873,26000.0
Kolkata,221000.0,47,5,2,5,3.2,22.5726,88.3639,15000.0
Lucknow,4301000.0,47,1,1,2,3.7,26.8467,80.9462,372000.0
Jaipur,3255000.0,45,5,4,6,1.9,26.9124,75.7873,176000.0
Kolkata,405000.0,36,1,1,4,4.3,22.5726,88.3639,30000.0
Mumbai,657000.0,19,2,1,4,3.4,19.076,72.8777,35000.0
Kolkata,424000.0,26,1,1,3,4.2,22.5726,88.3639,19000.0
Hyderabad,4015000.0,24,1,1,9,4.4,17.385,78.4867,294000.0
Delhi,930000.0,48,1,1,2,4.4,28.7041,77.1025,66000.0
Bangalore,2649000.0,31,2,1,5,1.0,12.9716,77.5946,161000.0
Kolkata,673000.0,35,4,2,4,4.1,22.5726,88.3639,38000.0
Ahmedabad,2032000.0,17,4,3,4,2.6,23.0225,72.5714,65000.0
Lucknow,4191000.0,39,2,1,4,3.1,26.8467,80.9462,398000.0
Lucknow,2477000.0,25,3,1,6,4.7,26.8467,80.9462,217000.0
Hyderabad,3247000.0,10,4,3,6,3.5,17.385,78.4867,273000.0
Pune,2587000.0,2,1,1,8,4.8,18.5204,73.8567,138000.0
Pune,601000.0,43,5,2,5,1.4,18.5204,73.8567,38000.0
Bangalore,2278000.0,37,2,1,3,1.7,12.9716,77.5946,97000.0
Chennai,1126000.0,32,4,3,7,4.4,13.0827,80.2707,36000.0
Lucknow,4787000.0,15,2,1,8,2.5,26.8467,80.9462,200000.0
Hyderabad,4881000.0,44,1,1,9,2.2,17.385,78.4867,421000.0
Mumbai,4997000.0,40,5,1,3,4.1,19.076,72.8777,440000.0
Hyderabad,1247000.0,18,3,1,2,3.8,17.385,78.4867,69000.0
Bangalore,2010000.0,44,1,1,6,3.2,12.9716,77.5946,91000.0
Lucknow,3113000.0,34,5,1,5,1.8,26.8467,80.9462,174000.0
Kolkata,3073000.0,1,3,1,9,2.4,22.5726,88.3639,192000.0
Bangalore,4831000.0,22,3,1,9,2.7,12.9716,77.5946,383000.0
Kolkata,4036000.0,35,1,1,2,3.3,22.5726,88.3639,141000.0
Kolkata,4082000.0,20,1,1,8,3.1,22.5726,88.3639,158000.0
Hyderabad,634000.0,25,4,3,4,2.4,17.385,78.4867,41000.0
Lucknow,1914000.0,7,4,2,3,4.3,26.8467,80.9462,67000.0
Hyderabad,2243000.0,4,5,1,7,3.2,17.385,78.4867,171000.0
Kolkata,2853000.0,24,2,1,2,3.8,22.5726,88.3639,285000.0
Delhi,1953000.0,45,5,2,1,4.7,28.7041,77.1025,170000.0
Delhi,3289000.0,18,2,1,5,5.0,28.7041,77.1025,210000.0
Pune,3492000.0,34,5,4,8,2.7,18.5204,73.8567,322000.0
Pune,3355000.0,38,4,3,1,3.3,18.5204,73.8567,244000.0
Chennai,4182000.0,18,1,1,4,1.2,13.0827,80.2707,380000.0
Jaipur,3454000.0,10,1,1,9,2.6,26.9124,75.7873,344000.0
Ahmedabad,2352000.0,15,4,3,5,1.4,23.0225,72.5714,139000.0
Delhi,316000.0,43,3,1,6,3.9,28.7041,77.1025,23000.0
Lucknow,1173000.0,12,5,1,1,4.6,26.8467,80.9462,114000.0
Chennai,4726000.0,12,2,1,9,1.8,13.0827,80.2707,427000.0
Mumbai,4479000.0,28,2,1,9,2.4,19.076,72.8777,238000.0
Kolkata,1862000.0,17,1,1,2,4.9,22.5726,88.3639,90000.0
Mumbai,3505000.0,9,4,3,3,3.3,19.076,72.8777,219000.0
Delhi,217000.0,36,3,1,6,4.1,28.7041,77.1025,11000.0
Lucknow,1462000.0,31,2,1,1,1.0,26.8467,80.9462,118000.0
Kolkata,3765000.0,14,1,1,1,3.1,22.5726,88.3639,278000.0
Bangalore,3985000.0,25,1,1,2,4.5,12.9716,77.5946,141000.0
Kolkata,4540000.0,13,5,4,7,3.8,22.5726,88.3639,388000.0
Kolkata,3309000.0,18,5,1,1,1.7,22.5726,88.3639,304000.0
Lucknow,2438000.0,30,5,1,8,1.1,26.8467,80.9462,132000.0
Lucknow,1823000.0,11,3,1,6,2.7,26.8467,80.9462,70000.0
Ahmedabad,1066000.0,20,4,1,6,4.6,23.0225,72.5714,46000.0
Hyderabad,3069000.0,32,5,4,8,4.2,17.385,78.4867,303000.0
Jaipur,1274000.0,17,5,1,5,2.2,26.9124,75.7873,113000.0
Ahmedabad,2388000.0,5,2,1,1,1.3,23.0225,72.5714,73000.0
Jaipur,2385000.0,5,5,1,5,3.2,26.9124,75.7873,181000.0
Delhi,1394000.0,26,3,1,4,1.3,28.7041,77.1025,110000.0
Ahmedabad,3563000.0,35,4,3,4,1.9,23.0225,72.5714,356000.0
Jaipur,3107000.0,20,3,2,8,3.2,26.9124,75.7873,212000.0
Hyderabad,3649000.0,5,1,1,3,1.7,17.385,78.4867,330000.0
Hyderabad,2980000.0,19,3,1,4,3.4,17.385,78.4867,295000.0
Hyderabad,3586000.0,13,3,2,2,1.7,17.385,78.4867,186000.0
Mumbai,2077000.0,25,3,1,3,4.0,19.076,72.8777,207000.0
Hyderabad,3255000.0,9,4,2,1,1.5,17.385,78.4867,253000.0
Delhi,328000.0,27,1,1,9,1.9,28.7041,77.1025,27000.0
Jaipur,1080000.0,24,5,3,2,4.5,26.9124,75.7873,100000.0
Chennai,1851000.0,1,1,1,4,1.9,13.0827,80.2707,97000.0
Pune,2994000.0,18,1,1,4,1.1,18.5204,73.8567,205000.0
Mumbai,4801000.0,43,5,1,4,3.6,19.076,72.8777,205000.0
Jaipur,3189000.0,13,3,2,3,4.2,26.9124,75.7873,97000.0
Pune,2307000.0,40,3,1,6,1.2,18.5204,73.8567,153000.0
Ahmedabad,4130000.0,2,1,1,1,2.1,23.0225,72.5714,339000.0
Hyderabad,2557000.0,25,1,1,1,4.4,17.385,78.4867,88000.0
Bangalore,4606000.0,49,2,1,4,3.7,12.9716,77.5946,364000.0
Mumbai,534000.0,26,5,3,5,1.5,19.076,72.8777,31000.0
Hyderabad,3131000.0,11,2,1,1,3.8,17.385,78.4867,245000.0
Bangalore,771000.0,30,2,1,1,2.3,12.9716,77.5946,43000.0
Chennai,3918000.0,40,3,1,8,4.1,13.0827,80.2707,238000.0
Bangalore,3689000.0,37,2,1,2,4.0,12.9716,77.5946,358000.0
Kolkata,1003000.0,47,2,1,8,2.1,22.5726,88.3639,62000.0
Ahmedabad,1027000.0,36,1,1,2,1.2,23.0225,72.5714,60000.0
Delhi,3701000.0,12,1,1,9,3.4,28.7041,77.1025,152000.0
Hyderabad,1997000.0,13,2,1,4,4.9,17.385,78.4867,176000.0
Mumbai,4072000.0,5,5,3,9,3.6,19.076,72.8777,401000.0
Chennai,1982000.0,30,1,1,7,3.4,13.0827,80.2707,129000.0
Pune,4877000.0,10,1,1,6,1.0,18.5204,73.8567,420000.0
Bangalore,947000.0,28,1,1,2,2.3,12.9716,77.5946,44000.0
Chennai,3198000.0,21,3,2,2,4.8,13.0827,80.2707,151000.0
Bangalore,3266000.0,32,3,2,4,4.9,12.9716,77.5946,136000.0
Bangalore,3415000.0,9,5,1,4,3.5,12.9716,77.5946,226000.0
Bangalore,4061000.0,29,4,1,9,2.6,12.9716,77.5946,155000.0
Delhi,3457000.0,44,3,1,7,1.5,28.7041,77.1025,341000.0
Ahmedabad,304000.0,31,5,1,6,4.3,23.0225,72.5714,30000.0
Hyderabad,3944000.0,24,3,2,8,2.9,17.385,78.4867,254000.0
Bangalore,3528000.0,26,4,2,2,3.3,12.9716,77.5946,118000.0
Kolkata,2458000.0,1,5,1,2,3.2,22.5726,88.3639,195000.0
Hyderabad,853000.0,11,2,1,9,1.6,17.385,78.4867,82000.0
Pune,4460000.0,46,4,2,9,1.2,18.5204,73.8567,154000.0
Chennai,1630000.0,43,3,1,2,1.6,13.0827,80.2707,62000.0
Lucknow,2073000.0,15,4,3,7,2.4,26.8467,80.9462,66000.0
Jaipur,250000.0,4,1,1,7,1.9,26.9124,75.7873,20000.0
Kolkata,4915000.0,48,2,1,1,2.0,22.5726,88.3639,467000.0
Hyderabad,975000.0,17,1,1,4,1.6,17.385,78.4867,47000.0
Pune,704000.0,42,4,3,5,1.5,18.5204,73.8567,60000.0
Bangalore,4369000.0,49,3,2,7,1.5,12.9716,77.5946,267000.0
Jaipur,3053000.0,33,2,1,9,1.9,26.9124,75.7873,221000.0
Chennai,642000.0,5,2,1,6,1.0,13.0827,80.2707,35000.0
Delhi,1922000.0,47,4,3,1,4.5,28.7041,77.1025,66000.0
Delhi,4198000.0,11,5,1,3,1.4,28.7041,77.1025,246000.0
Jaipur,2208000.0,19,3,2,5,3.7,26.9124,75.7873,159000.0
Jaipur,2766000.0,33,4,2,1,1.0,26.9124,75.7873,140000.0
Chennai,4228000.0,26,1,1,9,4.4,13.0827,80.2707,416000.0
Hyderabad,3792000.0,22,1,1,4,4.2,17.385,78.4867,127000.0
Delhi,3308000.0,24,1,1,4,3.4,28.7041,77.1025,145000.0
Chennai,323000.0,5,3,2,2,1.8,13.0827,80.2707,24000.0
Mumbai,3252000.0,4,2,1,4,2.7,19.076,72.8777,135000.0
Bangalore,2906000.0,25,2,1,6,4.6,12.9716,77.5946,141000.0
Jaipur,1896000.0,26,5,4,2,4.0,26.9124,75.7873,101000.0
Lucknow,2107000.0,32,5,2,5,3.8,26.8467,80.9462,95000.0
Kolkata,474000.0,5,1,1,4,3.8,22.5726,88.3639,40000.0
Bangalore,3710000.0,21,3,1,2,1.6,12.9716,77.5946,163000.0
Jaipur,852000.0,22,1,1,1,4.2,26.9124,75.7873,61000.0
Pune,4258000.0,38,3,2,8,1.8,18.5204,73.8567,209000.0
Kolkata,2015000.0,23,2,1,6,3.0,22.5726,88.3639,94000.0
Kolkata,2560000.0,40,5,3,9,4.3,22.5726,88.3639,120000.0
Kolkata,3671000.0,1,4,3,4,3.2,22.5726,88.3639,183000.0
Hyderabad,471000.0,39,2,1,2,1.2,17.385,78.4867,39000.0
Ahmedabad,2324000.0,5,4,2,2,3.6,23.0225,72.5714,95000.0
Hyderabad,4274000.0,18,2,1,3,5.0,17.385,78.4867,227000.0
Jaipur,1642000.0,37,3,2,5,4.9,26.9124,75.7873,156000.0
Jaipur,2242000.0,47,1,1,4,2.5,26.9124,75.7873,180000.0
Ahmedabad,3167000.0,8,5,4,4,4.0,23.0225,72.5714,119000.0
Bangalore,4074000.0,45,4,3,1,3.0,12.9716,77.5946,384000.0
Hyderabad,3642000.0,45,5,3,5,1.1,17.385,78.4867,273000.0
Kolkata,1850000.0,23,1,1,9,4.8,22.5726,88.3639,98000.0
Lucknow,1267000.0,20,3,1,3,3.9,26.8467,80.9462,120000.0
Bangalore,2863000.0,7,5,4,3,2.8,12.9716,77.5946,261000.0
Mumbai,1377000.0,5,5,2,8,2.0,19.076,72.8777,81000.0
Hyderabad,4280000.0,21,3,2,9,2.0,17.385,78.4867,144000.0
Pune,870000.0,25,4,3,2,2.4,18.5204,73.8567,42000.0
Delhi,3534000.0,10,3,2,7,2.3,28.7041,77.1025,345000.0
Bangalore,2475000.0,12,1,1,3,3.3,12.9716,77.5946,167000.0
Pune,4389000.0,32,2,1,7,4.0,18.5204,73.8567,257000.0
Chennai,4086000.0,48,5,3,4,3.8,13.0827,80.2707,176000.0
Lucknow,1616000.0,25,1,1,8,3.6,26.8467,80.9462,104000.0
Jaipur,3145000.0,9,4,2,6,4.8,26.9124,75.7873,301000.0
Delhi,2967000.0,38,3,1,8,3.3,28.7041,77.1025,203000.0
Hyderabad,2449000.0,39,5,4,4,1.8,17.385,78.4867,179000.0
Mumbai,1916000.0,43,5,3,8,3.6,19.076,72.8777,74000.0
Delhi,4647000.0,10,3,1,3,4.3,28.7041,77.1025,448000.0
Ahmedabad,880000.0,35,1,1,4,4.2,23.0225,72.5714,45000.0
Lucknow,4366000.0,6,4,2,1,1.6,26.8467,80.9462,176000.0
Pune,927000.0,24,2,1,3,1.8,18.5204,73.8567,69000.0
Ahmedabad,1141000.0,16,5,4,9,1.0,23.0225,72.5714,42000.0
Ahmedabad,2924000.0,31,2,1,5,1.4,23.0225,72.5714,234000.0
Bangalore,658000.0,12,1,1,8,1.6,12.9716,77.5946,50000.0
Bangalore,2765000.0,35,5,2,6,2.2,12.9716,77.5946,145000.0
Jaipur,4851000.0,37,4,1,1,2.3,26.9124,75.7873,407000.0
Lucknow,1560000.0,49,2,1,1,4.1,26.8467,80.9462,88000.0
Pune,2456000.0,15,2,1,8,4.9,18.5204,73.8567,83000.0
Mumbai,294000.0,47,4,1,7,3.4,19.076,72.8777,19000.0
Pune,1821000.0,45,3,2,8,1.7,18.5204,73.8567,102000.0
Delhi,4820000.0,41,2,1,1,1.1,28.7041,77.1025,314000.0
Chennai,3270000.0,37,1,1,1,2.2,13.0827,80.2707,103000.0
Bangalore,3863000.0,43,1,1,6,2.5,12.9716,77.5946,144000.0
Pune,3183000.0,22,3,2,6,1.4,18.5204,73.8567,246000.0
Chennai,1336000.0,31,4,3,8,4.9,13.0827,80.2707,121000.0
Lucknow,1740000.0,42,3,2,9,2.0,26.8467,80.9462,75000.0
Mumbai,3976000.0,32,4,3,6,2.4,19.076,72.8777,226000.0
Jaipur,513000.0,30,5,1,4,2.9,26.9124,75.7873,42000.0
Hyderabad,887000.0,10,4,3,8,3.4,17.385,78.4867,86000.0
Kolkata,4796000.0,32,4,1,9,4.0,22.5726,88.3639,401000.0
Hyderabad,3917000.0,12,4,3,8,3.9,17.385,78.4867,343000.0
Lucknow,4403000.0,10,5,2,7,5.0,26.8467,80.9462,433000.0
Mumbai,1074000.0,6,3,1,3,3.9,19.076,72.8777,100000.0
Kolkata,1832000.0,10,4,3,6,2.7,22.5726,88.3639,80000.0
Bangalore,3060000.0,27,1,1,1,4.4,12.9716,77.5946,159000.0
Pune,2011000.0,7,1,1,7,1.1,18.5204,73.8567,158000.0
Chennai,2118000.0,49,1,1,9,4.2,13.0827,80.2707,94000.0
Pune,2608000.0,9,2,1,1,1.5,18.5204,73.8567,83000.0
Ahmedabad,594000.0,15,1,1,7,3.8,23.0225,72.5714,49000.0
Delhi,4705000.0,45,3,1,1,4.2,28.7041,77.1025,363000.0
Hyderabad,2688000.0,35,2,1,6,2.8,17.385,78.4867,260000.0
Mumbai,3492000.0,18,2,1,9,1.3,19.076,72.8777,312000.0
Kolkata,4537000.0,34,3,1,4,2.4,22.5726,88.3639,289000.0
Hyderabad,1887000.0,27,1,1,7,3.0,17.385,78.4867,58000.0
Pune,1125000.0,39,1,1,4,1.8,18.5204,73.8567,92000.0
Hyderabad,4039000.0,15,2,1,1,1.4,17.385,78.4867,169000.0
Kolkata,4321000.0,27,2,1,8,2.1,22.5726,88.3639,405000.0
Mumbai,716000.0,11,2,1,3,5.0,19.076,72.8777,50000.0
Hyderabad,4567000.0,33,4,1,1,1.0,17.385,78.4867,337000.0
Chennai,1807000.0,40,5,4,5,3.8,13.0827,80.2707,133000.0
Mumbai,4825000.0,1,1,1,2,3.6,19.076,72.8777,244000.0
Chennai,3266000.0,38,3,1,3,4.6,13.0827,80.2707,215000.0
Jaipur,3704000.0,5,1,1,3,1.7,26.9124,75.7873,158000.0
Mumbai,2305000.0,46,5,4,6,1.2,19.076,72.8777,121000.0
Mumbai,1615000.0,11,1,1,1,4.6,19.076,72.8777,96000.0
Mumbai,1118000.0,12,5,1,5,2.9,19.076,72.8777,105000.0
Ahmedabad,4870000.0,18,1,1,9,3.3,23.0225,72.5714,364000.0
Bangalore,3901000.0,46,2,1,4,2.0,12.9716,77.5946,184000.0
Lucknow,1070000.0,18,1,1,4,1.9,26.8467,80.9462,67000.0
Lucknow,900000.0,5,5,2,5,2.9,26.8467,80.9462,72000.0
Jaipur,4389000.0,39,2,1,2,3.7,26.9124,75.7873,431000.0
Hyderabad,4775000.0,35,1,1,8,1.5,17.385,78.4867,330000.0
Chennai,1708000.0,12,2,1,8,3.4,13.0827,80.2707,95000.0
Jaipur,3588000.0,3,1,1,6,4.9,26.9124,75.7873,165000.0
Bangalore,720000.0,15,4,2,6,1.1,12.9716,77.5946,46000.0
Chennai,2842000.0,24,5,3,9,3.8,13.0827,80.2707,215000.0
Bangalore,2533000.0,27,3,2,7,4.3,12.9716,77.5946,202000.0
Ahmedabad,2905000.0,20,5,2,3,4.3,23.0225,72.5714,136000.0
Jaipur,4531000.0,13,4,1,4,1.3,26.9124,75.7873,403000.0
Hyderabad,2110000.0,29,3,2,4,2.7,17.385,78.4867,135000.0
Lucknow,4984000.0,27,2,1,6,2.0,26.8467,80.9462,390000.0
Ahmedabad,4692000.0,25,4,1,7,4.0,23.0225,72.5714,161000.0
Chennai,4928000.0,3,3,1,5,2.0,13.0827,80.2707,266000.0
Mumbai,3510000.0,3,5,4,3,1.7,19.076,72.8777,133000.0
Mumbai,2967000.0,3,3,2,3,1.5,19.076,72.8777,143000.0
Kolkata,1858000.0,14,2,1,9,3.9,22.5726,88.3639,148000.0
Mumbai,3295000.0,17,4,2,5,3.1,19.076,72.8777,259000.0
Hyderabad,739000.0,14,1,1,6,1.5,17.385,78.4867,28000.0
Chennai,1268000.0,24,5,3,4,1.3,13.0827,80.2707,56000.0
Delhi,1243000.0,41,5,3,6,2.2,28.7041,77.1025,40000.0
Ahmedabad,2197000.0,45,1,1,1,2.5,23.0225,72.5714,164000.0
Kolkata,4615000.0,26,1,1,8,1.4,22.5726,88.3639,193000.0
Mumbai,754000.0,1,5,3,7,1.9,19.076,72.8777,55000.0
Hyderabad,2799000.0,21,5,1,3,3.3,17.385,78.4867,133000.0
Chennai,2505000.0,43,5,2,2,4.9,13.0827,80.2707,139000.0
Ahmedabad,2850000.0,18,5,1,7,2.9,23.0225,72.5714,235000.0
Lucknow,2240000.0,5,2,1,2,2.3,26.8467,80.9462,119000.0
Delhi,2688000.0,13,4,3,4,2.2,28.7041,77.1025,138000.0
Hyderabad,2084000.0,5,5,4,4,1.4,17.385,78.4867,66000.0
Kolkata,1513000.0,18,3,2,5,4.3,22.5726,88.3639,138000.0
Chennai,227000.0,9,4,1,5,3.8,13.0827,80.2707,17000.0
Ahmedabad,4597000.0,20,2,1,5,4.7,23.0225,72.5714,400000.0
Bangalore,285000.0,45,4,1,5,1.2,12.9716,77.5946,23000.0
Ahmedabad,939000.0,7,5,1,1,3.9,23.0225,72.5714,33000.0
Mumbai,2300000.0,12,4,1,2,3.3,19.076,72.8777,200000.0
Pune,1167000.0,35,4,2,9,1.3,18.5204,73.8567,46000.0
Kolkata,4730000.0,31,1,1,7,2.1,22.5726,88.3639,294000.0
Pune,1704000.0,24,5,2,9,4.9,18.5204,73.8567,154000.0
Lucknow,1522000.0,39,4,3,1,4.6,26.8467,80.9462,126000.0
Chennai,552000.0,2,1,1,4,1.7,13.0827,80.2707,54000.0
Chennai,462000.0,2,5,2,3,4.2,13.0827,80.2707,17000.0
Kolkata,684000.0,4,5,4,8,4.1,22.5726,88.3639,50000.0
Delhi,2549000.0,22,3,1,6,1.9,28.7041,77.1025,185000.0
Pune,4267000.0,43,3,2,3,4.8,18.5204,73.8567,251000.0
Mumbai,3672000.0,14,4,2,2,2.7,19.076,72.8777,249000.0
Pune,3809000.0,35,3,1,3,2.0,18.5204,73.8567,280000.0
Delhi,504000.0,14,1,1,4,2.6,28.7041,77.1025,22000.0
Delhi,3322000.0,35,5,3,4,2.7,28.7041,77.1025,151000.0
Pune,3155000.0,4,2,1,5,2.8,18.5204,73.8567,96000.0
Lucknow,3053000.0,12,5,1,4,3.9,26.8467,80.9462,97000.0
Pune,3668000.0,25,4,3,5,2.8,18.5204,73.8567,275000.0
Delhi,1984000.0,39,5,4,4,3.3,28.7041,77.1025,112000.0
Kolkata,1878000.0,43,4,1,2,4.8,22.5726,88.3639,171000.0
Chennai,1015000.0,42,4,1,7,3.0,13.0827,80.2707,68000.0
Jaipur,3160000.0,10,3,2,2,3.4,26.9124,75.7873,191000.0
Jaipur,1603000.0,37,4,2,2,5.0,26.9124,75.7873,96000.0
Chennai,1460000.0,14,5,3,8,2.0,13.0827,80.2707,139000.0
Chennai,4328000.0,27,3,1,8,2.7,13.0827,80.2707,381000.0
Chennai,2511000.0,26,5,1,5,1.5,13.0827,80.2707,198000.0
Ahmedabad,3045000.0,31,2,1,9,2.8,23.0225,72.5714,183000.0
Chennai,650000.0,34,2,1,4,2.5,13.0827,80.2707,30000.0
Hyderabad,3212000.0,38,5,3,6,2.7,17.385,78.4867,140000.0
Pune,3938000.0,43,4,3,1,3.1,18.5204,73.8567,276000.0
Lucknow,1310000.0,31,2,1,5,3.2,26.8467,80.9462,92000.0
Chennai,4494000.0,22,2,1,1,1.2,13.0827,80.2707,260000.0
Mumbai,4982000.0,43,3,2,6,1.2,19.076,72.8777,237000.0
Hyderabad,1688000.0,23,2,1,9,3.2,17.385,78.4867,115000.0
Jaipur,4111000.0,22,2,1,5,2.8,26.9124,75.7873,231000.0
Delhi,4587000.0,4,1,1,2,1.3,28.7041,77.1025,286000.0
Ahmedabad,1640000.0,15,5,3,1,3.8,23.0225,72.5714,125000.0
Kolkata,4875000.0,22,3,1,1,5.0,22.5726,88.3639,412000.0
Lucknow,3691000.0,17,1,1,5,1.3,26.8467,80.9462,307000.0
Pune,3342000.0,47,3,2,3,2.5,18.5204,73.8567,310000.0
Kolkata,1112000.0,33,3,2,9,2.4,22.5726,88.3639,59000.0
Hyderabad,4207000.0,15,5,1,5,4.8,17.385,78.4867,265000.0
Jaipur,2863000.0,31,1,1,5,3.1,26.9124,75.7873,224000.0
Mumbai,4797000.0,41,1,1,2,3.6,19.076,72.8777,458000.0
Pune,375000.0,46,3,2,8,2.3,18.5204,73.8567,36000.0
Bangalore,3248000.0,5,2,1,4,4.7,12.9716,77.5946,291000.0
Pune,1111000.0,28,5,4,4,2.7,18.5204,73.8567,91000.0
Hyderabad,2033000.0,30,5,1,4,4.8,17.385,78.4867,68000.0
Pune,2573000.0,36,1,1,4,1.7,18.5204,73.8567,252000.0
Pune,3776000.0,40,5,3,3,4.5,18.5204,73.8567,287000.0
Mumbai,4271000.0,46,2,1,2,1.5,19.076,72.8777,387000.0
Kolkata,3601000.0,49,3,2,3,2.7,22.5726,88.3639,112000.0
Pune,4216000.0,34,5,1,5,3.7,18.5204,73.8567,400000.0
Chennai,2368000.0,11,2,1,2,4.6,13.0827,80.2707,148000.0
Lucknow,2584000.0,41,5,3,1,4.3,26.8467,80.9462,226000.0
Bangalore,4386000.0,15,4,3,6,4.1,12.9716,77.5946,278000.0
Chennai,1755000.0,32,3,2,3,3.4,13.0827,80.2707,143000.0
Lucknow,4818000.0,34,1,1,3,2.9,26.8467,80.9462,196000.0
Kolkata,1201000.0,6,2,1,8,2.9,22.5726,88.3639,100000.0
Pune,2546000.0,34,2,1,6,3.5,18.5204,73.8567,103000.0
Mumbai,3356000.0,29,4,3,5,1.5,19.076,72.8777,220000.0
Mumbai,4656000.0,4,5,1,3,4.2,19.076,72.8777,414000.0
